user,song,play_count
6d625c6557df84b60d90426c0116138b617b9449,SOBONKR12A58A7A7E0,1
6d625c6557df84b60d90426c0116138b617b9449,SOBPKPW12A6701E8F9,6
6d625c6557df84b60d90426c0116138b617b9449,SOBUBLL12A58A795A8,1
6d625c6557df84b60d90426c0116138b617b9449,SOCNLEI12A67021565,18
6d625c6557df84b60d90426c0116138b617b9449,SOCVTLJ12A6310F0FD,2
6d625c6557df84b60d90426c0116138b617b9449,SODCLQR12A67AE110D,1
6d625c6557df84b60d90426c0116138b617b9449,SODEGIQ12A6D4FC6E3,1
6d625c6557df84b60d90426c0116138b617b9449,SODGJKH12AAA8C9487,20
6d625c6557df84b60d90426c0116138b617b9449,SODGVGW12AC9075A8D,6
6d625c6557df84b60d90426c0116138b617b9449,SODJWHY12A8C142CCE,7
6d625c6557df84b60d90426c0116138b617b9449,SODLLYS12A8C13A96B,1
6d625c6557df84b60d90426c0116138b617b9449,SODOWUC12AC9097E76,4
6d625c6557df84b60d90426c0116138b617b9449,SODWXJW12AAA8C5C29,1
6d625c6557df84b60d90426c0116138b617b9449,SOEBOWM12AB017F279,8
6d625c6557df84b60d90426c0116138b617b9449,SOEOJHS12AB017F3DC,1
6d625c6557df84b60d90426c0116138b617b9449,SOERYLG12A6701F07F,1
6d625c6557df84b60d90426c0116138b617b9449,SOFCPOU12A8C13BF40,13
6d625c6557df84b60d90426c0116138b617b9449,SOFEGST12A58A7D682,41
6d625c6557df84b60d90426c0116138b617b9449,SOFKABN12A8AE476C6,3
6d625c6557df84b60d90426c0116138b617b9449,SOFLJQZ12A6D4FADA6,2
6d625c6557df84b60d90426c0116138b617b9449,SOGPBAW12A6D4F9F22,6
6d625c6557df84b60d90426c0116138b617b9449,SOGSAYQ12AB018BA14,7
6d625c6557df84b60d90426c0116138b617b9449,SOGTDJQ12A8C13324F,3
6d625c6557df84b60d90426c0116138b617b9449,SOHFNKO12AB017C772,4
6d625c6557df84b60d90426c0116138b617b9449,SOHJOLH12A6310DFE5,2
6d625c6557df84b60d90426c0116138b617b9449,SOHYSXA12AB0186704,13
6d625c6557df84b60d90426c0116138b617b9449,SOILFUU12AB017C75F,3
6d625c6557df84b60d90426c0116138b617b9449,SOISNSU12AC468C0D8,1
6d625c6557df84b60d90426c0116138b617b9449,SOITFCH12A6D4F9478,1
6d625c6557df84b60d90426c0116138b617b9449,SOIZLKI12A6D4F7B61,18
6d625c6557df84b60d90426c0116138b617b9449,SOJSTYO12A8C13F200,3
6d625c6557df84b60d90426c0116138b617b9449,SOKLRPJ12A8C13C3FE,2
6d625c6557df84b60d90426c0116138b617b9449,SOKOSPK12A8C13C088,2
6d625c6557df84b60d90426c0116138b617b9449,SOKUPAO12AB018D576,2
6d625c6557df84b60d90426c0116138b617b9449,SOKUTUM12A6701D9CD,3
6d625c6557df84b60d90426c0116138b617b9449,SOLRGVL12A8C143BC3,15
6d625c6557df84b60d90426c0116138b617b9449,SOMNTMT12A8C1400F6,9
6d625c6557df84b60d90426c0116138b617b9449,SONEWAX12AB018DD3F,4
6d625c6557df84b60d90426c0116138b617b9449,SONNSYV12A8C146BEC,7
6d625c6557df84b60d90426c0116138b617b9449,SONQEYS12AF72AABC9,1
6d625c6557df84b60d90426c0116138b617b9449,SONYKOW12AB01849C9,3
6d625c6557df84b60d90426c0116138b617b9449,SOOFYTN12A6D4F9B35,4
6d625c6557df84b60d90426c0116138b617b9449,SOOGNOZ12AAF3B2936,9
6d625c6557df84b60d90426c0116138b617b9449,SOOJJCT12A6310E1C0,1
6d625c6557df84b60d90426c0116138b617b9449,SOOWVNN12A8C140775,1
6d625c6557df84b60d90426c0116138b617b9449,SOPAYPV12AB017DB0C,2
6d625c6557df84b60d90426c0116138b617b9449,SOPBFHP12A8C131F30,2
6d625c6557df84b60d90426c0116138b617b9449,SOPEOGA12AB017B694,1
6d625c6557df84b60d90426c0116138b617b9449,SOPPROJ12AB0184E18,35
6d625c6557df84b60d90426c0116138b617b9449,SOPQLBY12A6310E992,1
6d625c6557df84b60d90426c0116138b617b9449,SOPUCYA12A8C13A694,2
6d625c6557df84b60d90426c0116138b617b9449,SOPXKYD12A6D4FA876,2
6d625c6557df84b60d90426c0116138b617b9449,SOQBMFK12A8C13835B,4
6d625c6557df84b60d90426c0116138b617b9449,SOQGOPT12AAF3B2B27,10
6d625c6557df84b60d90426c0116138b617b9449,SORJICW12A8C13640D,3
6d625c6557df84b60d90426c0116138b617b9449,SORWLTW12A670208FA,3
6d625c6557df84b60d90426c0116138b617b9449,SOSCIZP12AB0181D2F,3
6d625c6557df84b60d90426c0116138b617b9449,SOSJFDH12A8C143096,1
6d625c6557df84b60d90426c0116138b617b9449,SOSLQGG12A6D4F5045,1
6d625c6557df84b60d90426c0116138b617b9449,SOSLQQJ12AB017BDCC,4
6d625c6557df84b60d90426c0116138b617b9449,SOSPXWA12AB0181875,13
6d625c6557df84b60d90426c0116138b617b9449,SOSYOHI12A8C144584,5
6d625c6557df84b60d90426c0116138b617b9449,SOSZJFV12AB01878CB,5
6d625c6557df84b60d90426c0116138b617b9449,SOTEKMT12A67AD954E,12
6d625c6557df84b60d90426c0116138b617b9449,SOTVLHC12A6701EA31,1
6d625c6557df84b60d90426c0116138b617b9449,SOTWNDJ12A8C143984,5
6d625c6557df84b60d90426c0116138b617b9449,SOUFPNI12A8C142D19,3
6d625c6557df84b60d90426c0116138b617b9449,SOUFTBI12AB0183F65,105
6d625c6557df84b60d90426c0116138b617b9449,SOUKMKR12A8C141925,4
6d625c6557df84b60d90426c0116138b617b9449,SOUKXIN12A8C133C7F,25
6d625c6557df84b60d90426c0116138b617b9449,SOULTKQ12AB018A183,2
6d625c6557df84b60d90426c0116138b617b9449,SOUOEMP12A8C13866E,2
6d625c6557df84b60d90426c0116138b617b9449,SOUSMXX12AB0185C24,3
6d625c6557df84b60d90426c0116138b617b9449,SOUVTSM12AC468F6A7,6
6d625c6557df84b60d90426c0116138b617b9449,SOVDLZN12AB0185BEA,3
6d625c6557df84b60d90426c0116138b617b9449,SOVPSKL12A670206B9,1
6d625c6557df84b60d90426c0116138b617b9449,SOVRTPN12AB0184F9E,1
6d625c6557df84b60d90426c0116138b617b9449,SOVWADY12AB0189C63,3
6d625c6557df84b60d90426c0116138b617b9449,SOWCBKV12AC90732A6,5
6d625c6557df84b60d90426c0116138b617b9449,SOWEJXA12A6701C574,4
6d625c6557df84b60d90426c0116138b617b9449,SOWGXOP12A6701E93A,1
6d625c6557df84b60d90426c0116138b617b9449,SOWUTFF12A8C138AB2,2
6d625c6557df84b60d90426c0116138b617b9449,SOXNZOW12AB017F756,6
6d625c6557df84b60d90426c0116138b617b9449,SOXPFLM12A8AE48C50,2
6d625c6557df84b60d90426c0116138b617b9449,SOXWYZP12AF72A42A6,20
6d625c6557df84b60d90426c0116138b617b9449,SOYAIPB12A8C143D84,9
6d625c6557df84b60d90426c0116138b617b9449,SOYGHOJ12A6701FFBA,1
6d625c6557df84b60d90426c0116138b617b9449,SOZVCRW12A67ADA0B7,2
d9e5124935aebeb6b9b169df2d28e1fc658d3566,SOCKSGZ12A58A7CA4B,3
d9e5124935aebeb6b9b169df2d28e1fc658d3566,SOFGIVB12A6D4F5923,4
d9e5124935aebeb6b9b169df2d28e1fc658d3566,SOHALKJ12AB017FCC2,7
d9e5124935aebeb6b9b169df2d28e1fc658d3566,SOIPYPB12A8C1360D4,2
d9e5124935aebeb6b9b169df2d28e1fc658d3566,SOITRTA12A6D4F8261,4
d9e5124935aebeb6b9b169df2d28e1fc658d3566,SOJKQSF12A6D4F5EE9,3
d9e5124935aebeb6b9b169df2d28e1fc658d3566,SOKKKZW12A6D4F7F88,3
d9e5124935aebeb6b9b169df2d28e1fc658d3566,SOLRGNF12AB0187CF4,1
d9e5124935aebeb6b9b169df2d28e1fc658d3566,SONIQRE12AF72A2B02,2
d9e5124935aebeb6b9b169df2d28e1fc658d3566,SONWUZV12AB0180BAD,7
d9e5124935aebeb6b9b169df2d28e1fc658d3566,SOSVQNK12AC468D6BE,3
d9e5124935aebeb6b9b169df2d28e1fc658d3566,SOTCMDJ12A6D4F8528,3
d9e5124935aebeb6b9b169df2d28e1fc658d3566,SOYGHUM12AB018139C,8
43e241eaa4d079ab2bdbd30231695f5563583af4,SOHFGKG12A6701C429,87
43e241eaa4d079ab2bdbd30231695f5563583af4,SOKCXXE12A6D4F5A04,25
43e241eaa4d079ab2bdbd30231695f5563583af4,SONWUZV12AB0180BAD,1
43e241eaa4d079ab2bdbd30231695f5563583af4,SOPBFHP12A8C131F30,12
43e241eaa4d079ab2bdbd30231695f5563583af4,SOTCWRK12AB017E47D,1
d13609d62db6df876d3cc388225478618bb7b912,SOANQFY12AB0183239,1
d13609d62db6df876d3cc388225478618bb7b912,SOBPKPW12A6701E8F9,1
d13609d62db6df876d3cc388225478618bb7b912,SOEPZQS12A8C1436C7,1
d13609d62db6df876d3cc388225478618bb7b912,SOHYSXA12AB0186704,1
d13609d62db6df876d3cc388225478618bb7b912,SOITFCH12A6D4F9478,1
d13609d62db6df876d3cc388225478618bb7b912,SOIZLKI12A6D4F7B61,5
d13609d62db6df876d3cc388225478618bb7b912,SOMLYJD12A58A7B155,2
d13609d62db6df876d3cc388225478618bb7b912,SOMMONH12A6D4F41CD,1
d13609d62db6df876d3cc388225478618bb7b912,SOMTZYU12AB017D632,1
d13609d62db6df876d3cc388225478618bb7b912,SOSJRJP12A6D4F826F,2
d13609d62db6df876d3cc388225478618bb7b912,SOTCMDJ12A6D4F8528,2
d13609d62db6df876d3cc388225478618bb7b912,SOTEKMT12A67AD954E,1
d13609d62db6df876d3cc388225478618bb7b912,SOUVTSM12AC468F6A7,1
d13609d62db6df876d3cc388225478618bb7b912,SOXAQJS12AB018CBF7,1
4be305e02f4e72dad1b8ac78e630403543bab994,SOABJBU12A8C13F63F,3
4be305e02f4e72dad1b8ac78e630403543bab994,SOADJQJ12A8C141D38,51
4be305e02f4e72dad1b8ac78e630403543bab994,SOADQPP12A67020C82,20
4be305e02f4e72dad1b8ac78e630403543bab994,SOAFTRR12AF72A8D4D,2
4be305e02f4e72dad1b8ac78e630403543bab994,SOAJXWO12A8C1436D0,8
4be305e02f4e72dad1b8ac78e630403543bab994,SOANQFY12AB0183239,50
4be305e02f4e72dad1b8ac78e630403543bab994,SOARUPP12AB01842E0,3
4be305e02f4e72dad1b8ac78e630403543bab994,SOAUFOF12AB0180C65,12
4be305e02f4e72dad1b8ac78e630403543bab994,SOAUWYT12A81C206F1,137
4be305e02f4e72dad1b8ac78e630403543bab994,SOAXGDH12A8C13F8A1,104
4be305e02f4e72dad1b8ac78e630403543bab994,SOBABRB12A6701DF4B,58
4be305e02f4e72dad1b8ac78e630403543bab994,SOBADEB12AB018275F,37
4be305e02f4e72dad1b8ac78e630403543bab994,SOBOAFP12A8C131F36,50
4be305e02f4e72dad1b8ac78e630403543bab994,SOBOUPA12A6D4F81F1,95
4be305e02f4e72dad1b8ac78e630403543bab994,SOBPKPW12A6701E8F9,2
4be305e02f4e72dad1b8ac78e630403543bab994,SOBUBLL12A58A795A8,9
4be305e02f4e72dad1b8ac78e630403543bab994,SOBWSGV12AB018B5E0,3
4be305e02f4e72dad1b8ac78e630403543bab994,SOCHTHF12AB017E206,15
4be305e02f4e72dad1b8ac78e630403543bab994,SOCKSGZ12A58A7CA4B,5
4be305e02f4e72dad1b8ac78e630403543bab994,SOCVTLJ12A6310F0FD,44
4be305e02f4e72dad1b8ac78e630403543bab994,SODASIJ12A6D4F5D89,7
4be305e02f4e72dad1b8ac78e630403543bab994,SODCADR12AF72A1A99,43
4be305e02f4e72dad1b8ac78e630403543bab994,SODEAWL12AB0187032,5
4be305e02f4e72dad1b8ac78e630403543bab994,SODGVGW12AC9075A8D,27
4be305e02f4e72dad1b8ac78e630403543bab994,SODJWHY12A8C142CCE,120
4be305e02f4e72dad1b8ac78e630403543bab994,SODOWUC12AC9097E76,6
4be305e02f4e72dad1b8ac78e630403543bab994,SOEGIYH12A6D4FC0E3,180
4be305e02f4e72dad1b8ac78e630403543bab994,SOEHDTU12AF72A8BD5,2
4be305e02f4e72dad1b8ac78e630403543bab994,SOEHWGF12A6D4F8B2B,2
4be305e02f4e72dad1b8ac78e630403543bab994,SOEQJBS12A8AE475A4,4
4be305e02f4e72dad1b8ac78e630403543bab994,SOERYLG12A6701F07F,4
4be305e02f4e72dad1b8ac78e630403543bab994,SOEYVHS12AB0181D31,7
4be305e02f4e72dad1b8ac78e630403543bab994,SOFCPOU12A8C13BF40,2
4be305e02f4e72dad1b8ac78e630403543bab994,SOFKABN12A8AE476C6,16
4be305e02f4e72dad1b8ac78e630403543bab994,SOFKFXC12AC90732A5,1
4be305e02f4e72dad1b8ac78e630403543bab994,SOFRCGW12A81C21EA6,4
4be305e02f4e72dad1b8ac78e630403543bab994,SOFRQTD12A81C233C0,161
4be305e02f4e72dad1b8ac78e630403543bab994,SOFVZRE12A8C139783,13
4be305e02f4e72dad1b8ac78e630403543bab994,SOGCWUH12AC90732B0,5
4be305e02f4e72dad1b8ac78e630403543bab994,SOGPBAW12A6D4F9F22,41
4be305e02f4e72dad1b8ac78e630403543bab994,SOGPNGN12A8C143969,3
4be305e02f4e72dad1b8ac78e630403543bab994,SOGSAYQ12AB018BA14,8
4be305e02f4e72dad1b8ac78e630403543bab994,SOGTDJQ12A8C13324F,5
4be305e02f4e72dad1b8ac78e630403543bab994,SOGTQNI12AB0184A5C,27
4be305e02f4e72dad1b8ac78e630403543bab994,SOGWJEY12AC9618862,4
4be305e02f4e72dad1b8ac78e630403543bab994,SOHALKJ12AB017FCC2,2
4be305e02f4e72dad1b8ac78e630403543bab994,SOHJOLH12A6310DFE5,1
4be305e02f4e72dad1b8ac78e630403543bab994,SOHTKMO12AB01843B0,145
4be305e02f4e72dad1b8ac78e630403543bab994,SOHWXEU12A8C1320D1,2
4be305e02f4e72dad1b8ac78e630403543bab994,SOHYSXA12AB0186704,1
4be305e02f4e72dad1b8ac78e630403543bab994,SOHZPIK12A58A7CCAE,24
4be305e02f4e72dad1b8ac78e630403543bab994,SOIBLKQ12AB0183E85,27
4be305e02f4e72dad1b8ac78e630403543bab994,SOIIOUS12A8AE47E20,3
4be305e02f4e72dad1b8ac78e630403543bab994,SOISNSU12AC468C0D8,113
4be305e02f4e72dad1b8ac78e630403543bab994,SOIZFTE12AB0186842,24
4be305e02f4e72dad1b8ac78e630403543bab994,SOIZLKI12A6D4F7B61,101
4be305e02f4e72dad1b8ac78e630403543bab994,SOJSTYO12A8C13F200,1
4be305e02f4e72dad1b8ac78e630403543bab994,SOJTLHS12A8C13F633,7
4be305e02f4e72dad1b8ac78e630403543bab994,SOJYBJZ12AB01801D0,2
4be305e02f4e72dad1b8ac78e630403543bab994,SOKLRPJ12A8C13C3FE,49
4be305e02f4e72dad1b8ac78e630403543bab994,SOKMHKY12AF72AB079,51
4be305e02f4e72dad1b8ac78e630403543bab994,SOKUAGP12A8C133B94,1
4be305e02f4e72dad1b8ac78e630403543bab994,SOKUPAO12AB018D576,8
4be305e02f4e72dad1b8ac78e630403543bab994,SOKUTUM12A6701D9CD,2
4be305e02f4e72dad1b8ac78e630403543bab994,SOLFXKT12AB017E3E0,97
4be305e02f4e72dad1b8ac78e630403543bab994,SOLLNTU12A6701CFDC,1
4be305e02f4e72dad1b8ac78e630403543bab994,SOLRGNF12AB0187CF4,1
4be305e02f4e72dad1b8ac78e630403543bab994,SOLRGVL12A8C143BC3,46
4be305e02f4e72dad1b8ac78e630403543bab994,SOLWZVR12AB01849C6,24
4be305e02f4e72dad1b8ac78e630403543bab994,SOMGVYU12A8C1314FF,45
4be305e02f4e72dad1b8ac78e630403543bab994,SOMYXWV12A8C14232E,2
4be305e02f4e72dad1b8ac78e630403543bab994,SONEWAX12AB018DD3F,1
4be305e02f4e72dad1b8ac78e630403543bab994,SONHVVE12AB018D038,27
4be305e02f4e72dad1b8ac78e630403543bab994,SONHWUN12AC468C014,29
4be305e02f4e72dad1b8ac78e630403543bab994,SONIQRE12AF72A2B02,92
4be305e02f4e72dad1b8ac78e630403543bab994,SONOYIB12A81C1F88C,12
4be305e02f4e72dad1b8ac78e630403543bab994,SONQCXC12A6D4F6A37,20
4be305e02f4e72dad1b8ac78e630403543bab994,SONYKOW12AB01849C9,144
4be305e02f4e72dad1b8ac78e630403543bab994,SOOJJCT12A6310E1C0,4
4be305e02f4e72dad1b8ac78e630403543bab994,SOOLULU12A6701FBC4,1
4be305e02f4e72dad1b8ac78e630403543bab994,SOOXLIG12AB0185803,8
4be305e02f4e72dad1b8ac78e630403543bab994,SOOYDAZ12A58A7AE08,1
4be305e02f4e72dad1b8ac78e630403543bab994,SOPABZM12A6D4FC668,2
4be305e02f4e72dad1b8ac78e630403543bab994,SOPAYPV12AB017DB0C,5
4be305e02f4e72dad1b8ac78e630403543bab994,SOPPROJ12AB0184E18,89
4be305e02f4e72dad1b8ac78e630403543bab994,SOPQLBY12A6310E992,2
4be305e02f4e72dad1b8ac78e630403543bab994,SOPREHY12AB01815F9,2
4be305e02f4e72dad1b8ac78e630403543bab994,SOPTLQL12AB018D56F,41
4be305e02f4e72dad1b8ac78e630403543bab994,SOPUCYA12A8C13A694,29
4be305e02f4e72dad1b8ac78e630403543bab994,SOPVQLJ12A67AE2281,1
4be305e02f4e72dad1b8ac78e630403543bab994,SOPXKYD12A6D4FA876,39
4be305e02f4e72dad1b8ac78e630403543bab994,SOQCGHN12AB0181246,87
4be305e02f4e72dad1b8ac78e630403543bab994,SOQGSUC12A8C13B66D,8
4be305e02f4e72dad1b8ac78e630403543bab994,SOQGVCS12AF72A078D,2
4be305e02f4e72dad1b8ac78e630403543bab994,SOQLUTQ12A8AE48037,17
4be305e02f4e72dad1b8ac78e630403543bab994,SOQWYAQ12A6D4FB9A3,6
4be305e02f4e72dad1b8ac78e630403543bab994,SOQZYQH12A8AE468E5,62
4be305e02f4e72dad1b8ac78e630403543bab994,SORALYQ12A8151BA99,1
4be305e02f4e72dad1b8ac78e630403543bab994,SORJICW12A8C13640D,10
4be305e02f4e72dad1b8ac78e630403543bab994,SORWLTW12A670208FA,3
4be305e02f4e72dad1b8ac78e630403543bab994,SOSCIZP12AB0181D2F,43
4be305e02f4e72dad1b8ac78e630403543bab994,SOSROFB12AAF3B4C5D,1
4be305e02f4e72dad1b8ac78e630403543bab994,SOSVPIE12A6D4FA873,1
4be305e02f4e72dad1b8ac78e630403543bab994,SOSVQNK12AC468D6BE,1
4be305e02f4e72dad1b8ac78e630403543bab994,SOSXLTC12AF72A7F54,9
4be305e02f4e72dad1b8ac78e630403543bab994,SOSZJFV12AB01878CB,57
4be305e02f4e72dad1b8ac78e630403543bab994,SOTASGN12AC9075A8F,2
